aX, aY, aZ, gX, gY, gZ, mX, mY, mZ
0.0259,-0.0251,0.2677,24.9634,151.9165,-30.8228,19.3604,-24.0112,-6.8970
0.1266,-0.1428,0.0192,22.1558,143.4937,-30.4565,19.3604,-24.0112,-6.8970
0.1816,-0.1813,-0.1119,17.2119,134.4604,-29.1748,19.3604,-24.0112,-6.8970
0.2346,-0.1915,-0.2150,12.5122,113.6475,-25.6958,19.3604,-24.0112,-6.8970
0.3217,-0.1412,-0.4166,1.8921,101.4404,-24.2310,23.2422,-22.0703,-4.8340
0.3357,-0.1019,-0.5057,0.0000,88.2568,-23.3765,23.2422,-22.0703,-4.8340
0.3607,-0.0782,-0.5520,-0.6104,60.2417,-24.5361,23.2422,-22.0703,-4.8340
0.3760,-0.0760,-0.5975,-2.3193,45.7153,-25.6348,23.2422,-22.0703,-4.8340
0.3647,-0.1030,-0.5804,-1.5869,31.1279,-26.7334,24.2432,-21.4966,-4.6753
0.3534,-0.1381,-0.5422,-0.0610,3.0518,-26.7944,24.2432,-21.4966,-4.6753
0.3457,-0.1962,-0.4498,-0.1221,-9.2163,-26.3062,24.2432,-21.4966,-4.6753
0.3412,-0.2032,-0.3774,-1.4648,-21.6064,-25.2075,24.2432,-21.4966,-4.6753
0.3287,-0.1836,-0.2941,-4.0894,-43.7622,-22.3999,23.8281,-21.0205,-3.4790
0.2629,-0.1123,-0.1151,-5.2490,-52.6123,-21.6064,23.8281,-21.0205,-3.4790
0.2388,-0.0704,-0.0541,-6.4697,-59.9976,-21.7896,23.8281,-21.0205,-3.4790
0.2142,-0.0491,-0.0081,-8.1177,-73.0591,-23.9868,23.8281,-21.0205,-3.4790
0.2183,-0.0186,0.0997,-8.3008,-79.6509,-24.9023,23.8281,-21.0205,-3.4790
0.1915,0.0122,0.1704,-7.3242,-85.8765,-25.8789,22.0825,-21.0449,-4.9072
0.1813,0.0509,0.2255,-10.8032,-94.6655,-29.6631,22.0825,-21.0449,-4.9072
0.1295,0.0966,0.3148,-12.1460,-98.5718,-32.4097,22.0825,-21.0449,-4.9072
0.1136,0.1003,0.3538,-12.6343,-102.4170,-35.1563,22.0825,-21.0449,-4.9072
0.1066,0.1299,0.4659,-9.4604,-110.7178,-43.6401,19.2871,-20.8496,-5.6885
0.0795,0.1066,0.6240,2.8076,-114.8071,-41.1987,19.2871,-20.8496,-5.6885
0.0221,0.0167,0.7501,8.3618,-118.1030,-44.8608,19.2871,-20.8496,-5.6885
-0.0052,-0.0841,0.8239,11.2305,-119.7510,-51.7578,19.2871,-20.8496,-5.6885
-0.0693,-0.2721,1.0020,21.9727,-119.2017,-51.4526,19.2871,-20.8496,-5.6885
-0.0613,-0.3182,1.0898,22.6440,-117.0654,-50.3540,17.5903,-19.3970,-8.6426
-0.0609,-0.3722,1.1399,16.3574,-109.6191,-48.7061,17.5903,-19.3970,-8.6426
-0.0962,-0.4810,1.2611,13.0005,-105.8350,-47.6685,17.5903,-19.3970,-8.6426
-0.1155,-0.5325,1.3280,9.9487,-101.7456,-45.7153,17.5903,-19.3970,-8.6426
-0.1072,-0.5947,1.3674,0.3052,-91.1865,-40.0391,15.0269,-18.2373,-10.9009
-0.0637,-0.6859,1.3907,-3.3569,-86.2427,-36.3770,15.0269,-18.2373,-10.9009
-0.0681,-0.7189,1.4410,-3.6621,-82.7026,-31.9214,15.0269,-18.2373,-10.9009
-0.0686,-0.7450,1.4897,-6.7139,-76.0498,-21.2402,15.0269,-18.2373,-10.9009
-0.0586,-0.7162,1.5192,-8.6670,-72.5098,-15.7471,15.0269,-18.2373,-10.9009
-0.0640,-0.6809,1.5433,-11.2305,-69.5801,-10.3149,13.0371,-18.0542,-12.1216
-0.0547,-0.6508,1.5901,-14.8926,-64.3921,-0.9766,13.0371,-18.0542,-12.1216
-0.0499,-0.5892,1.7671,-16.0522,-61.7065,3.6621,13.0371,-18.0542,-12.1216
-0.0447,-0.5673,1.8938,-18.1274,-58.0444,8.3008,13.0371,-18.0542,-12.1216
-0.0280,-0.5522,2.0322,-20.5078,-47.1191,17.4561,11.0718,-19.4092,-12.3657
0.0011,-0.4336,2.2997,-19.1650,-39.8560,22.1558,11.0718,-19.4092,-12.3657
0.0120,-0.3463,2.4310,-17.6392,-31.2500,26.1841,11.0718,-19.4092,-12.3657
0.0099,-0.2516,2.5322,-16.8457,-8.1177,30.8228,11.0718,-19.4092,-12.3657
-0.0028,-0.0693,2.6879,-16.2354,5.0049,31.3721,11.0718,-19.4092,-12.3657
-0.0045,0.0188,2.7094,-15.7471,19.8364,30.7007,10.8276,-20.3857,-12.6831
-0.0198,0.1061,2.6747,-8.6670,50.4761,26.0010,10.8276,-20.3857,-12.6831
-0.0686,0.2202,2.5057,-3.2959,65.3687,21.9116,10.8276,-20.3857,-12.6831
-0.0807,0.2350,2.3856,1.7700,79.4067,16.9067,10.8276,-20.3857,-12.6831
-0.0979,0.2252,2.2494,6.2256,92.5293,11.4746,12.3779,-20.3003,-11.3525
-0.1072,0.1931,2.1012,11.8408,115.5396,1.4648,12.3779,-20.3003,-11.3525
-0.1034,0.1239,1.7314,10.7422,125.1221,-2.3193,12.3779,-20.3003,-11.3525
-0.1000,0.0940,1.5345,7.7515,133.0566,-5.0659,12.3779,-20.3003,-11.3525
-0.0929,0.0750,1.3416,4.7607,143.6768,-11.2305,12.3779,-20.3003,-11.3525
-0.0356,0.0471,0.9648,-1.4648,145.9961,-14.2212,16.6870,-19.4214,-8.3984
-0.0135,0.0322,0.7911,-2.5635,145.7520,-16.4795,16.6870,-19.4214,-8.3984
0.0156,0.0137,0.6316,-1.8311,138.6108,-20.0806,16.6870,-19.4214,-8.3984
0.0748,-0.0383,0.3772,4.5166,132.3242,-20.5078,16.6870,-19.4214,-8.3984
0.1052,-0.0448,0.2943,7.7515,124.8779,-20.6299,20.5078,-18.6523,-6.5308
0.1490,-0.0647,0.2223,8.1787,109.9243,-21.1792,20.5078,-18.6523,-6.5308
0.2167,-0.0466,0.0736,6.7749,101.6846,-21.1182,20.5078,-18.6523,-6.5308
0.2238,-0.0272,0.0240,5.9814,92.6514,-21.7285,20.5078,-18.6523,-6.5308
0.2262,-0.0078,0.0067,5.7373,75.6226,-25.0244,20.5078,-18.6523,-6.5308
0.2856,-0.0355,-0.0229,4.9438,68.0542,-26.4282,22.1924,-18.4204,-5.0049
0.2855,-0.0645,-0.0316,5.6763,60.0586,-28.3203,22.1924,-18.4204,-5.0049
0.3073,-0.0911,-0.0222,7.6904,44.6167,-30.0293,22.1924,-18.4204,-5.0049
0.3142,-0.1084,0.0095,7.8735,37.7197,-30.3955,22.1924,-18.4204,-5.0049
0.3058,-0.0961,0.0183,6.9580,31.5552,-30.7617,22.9248,-17.1509,-5.2368
0.3103,-0.0801,0.0200,4.7607,20.9961,-32.5928,22.9248,-17.1509,-5.2368
0.3007,-0.0400,-0.0033,0.8545,15.8691,-33.8745,22.9248,-17.1509,-5.2368
0.3007,-0.0333,-0.0170,-0.2441,10.6201,-35.5835,22.9248,-17.1509,-5.2368
0.3049,-0.0304,-0.0221,-4.0283,-0.1831,-39.2456,22.9248,-17.1509,-5.2368
0.2906,0.0179,-0.0872,-6.6528,-5.0659,-41.3818,22.9614,-16.4917,-4.6021
0.2644,0.0411,-0.1388,-6.1646,-11.3525,-43.9453,22.9614,-16.4917,-4.6021
0.2404,0.0543,-0.1797,-4.1504,-27.5269,-50.1709,22.9614,-16.4917,-4.6021
0.2261,0.0795,-0.1842,-2.5024,-36.4990,-53.4668,22.9614,-16.4917,-4.6021
0.2675,0.0203,-0.2653,-6.6528,-45.2881,-56.3965,22.5708,-15.6128,-3.5522
0.2479,0.0720,-0.2422,-13.3057,-65.7959,-60.9741,22.5708,-15.6128,-3.5522
0.1672,0.1829,-0.2086,-14.3433,-76.9043,-63.8428,22.5708,-15.6128,-3.5522
0.1100,0.2073,-0.1105,-14.0381,-87.4634,-67.9321,22.5708,-15.6128,-3.5522
0.0928,0.1686,-0.0284,-18.6157,-104.4922,-77.0874,22.5708,-15.6128,-3.5522
0.0636,0.1855,0.1184,-20.5078,-111.9995,-79.8340,20.5566,-15.0391,-5.5786
-0.0240,0.1807,0.2726,-17.7612,-120.3613,-82.8247,20.5566,-15.0391,-5.5786
-0.1260,0.1527,0.4642,-8.7891,-132.9346,-90.8203,20.5566,-15.0391,-5.5786
-0.2510,0.0627,0.7462,0.2441,-136.9019,-95.2148,20.5566,-15.0391,-5.5786
-0.3904,-0.0171,0.8728,12.3901,-139.6484,-100.1587,16.9312,-12.6587,-9.5581
-0.4801,-0.1720,1.0371,20.1416,-139.4043,-111.5112,16.9312,-12.6587,-9.5581
-0.6238,-0.6438,1.5798,22.5830,-137.2681,-114.0747,16.9312,-12.6587,-9.5581
-0.6831,-0.9626,1.9825,24.9634,-132.8125,-114.2578,16.9312,-12.6587,-9.5581
-0.6788,-1.3297,2.3395,23.6206,-111.6943,-103.0884,10.4248,-8.3740,-11.0474
-0.6014,-1.9772,3.1935,23.1323,-94.3604,-89.7827,10.4248,-8.3740,-11.0474
-0.5378,-2.3074,3.2651,10.8032,-71.7773,-73.1812,10.4248,-8.3740,-11.0474
-0.4636,-2.4918,3.2865,10.0708,-28.0151,-25.5737,10.4248,-8.3740,-11.0474
-0.4243,-2.3905,3.0361,9.7656,-8.3008,0.4272,10.4248,-8.3740,-11.0474
-0.3954,-2.1377,2.7800,6.8970,8.9111,25.3296,10.5103,-7.8003,-11.4502
-0.3964,-1.8008,2.5387,11.4136,33.8745,65.7959,10.5103,-7.8003,-11.4502
-0.3705,-1.1494,2.2521,15.7471,42.7856,79.2847,10.5103,-7.8003,-11.4502
-0.3552,-0.8857,2.1254,17.0898,51.5747,88.6841,10.5103,-7.8003,-11.4502
-0.3368,-0.6549,1.9847,15.6860,76.3550,96.8628,13.7573,-8.6914,-11.5601

0.1489,-0.0797,1.6753,-18.4937,-26.8555,3.7842,9.1553,-29.5898,-12.5000
0.1451,-0.0677,1.8000,-20.3247,-21.6064,5.3711,9.1553,-29.5898,-12.5000
0.1392,-0.0479,1.9150,-24.7192,-7.4463,8.1787,9.1553,-29.5898,-12.5000
0.1550,0.0283,2.0629,-27.2827,0.1221,9.7046,7.7393,-31.1768,-11.5967
0.1665,0.0847,2.1034,-29.4189,8.7891,10.9253,7.7393,-31.1768,-11.5967
0.1677,0.1458,2.1287,-33.6914,27.8931,10.6812,7.7393,-31.1768,-11.5967
0.1788,0.2491,2.0846,-34.7290,37.2314,9.0332,7.7393,-31.1768,-11.5967
0.1801,0.2848,2.0270,-35.1563,46.0815,6.8970,7.7393,-31.1768,-11.5967
0.1755,0.3063,1.9561,-34.6680,61.7676,1.0376,9.5215,-31.9702,-9.8511
0.1476,0.3109,1.7963,-33.3252,68.3594,-1.8311,9.5215,-31.9702,-9.8511
0.1440,0.2974,1.7184,-32.9590,74.0356,-4.1504,9.5215,-31.9702,-9.8511
0.1595,0.2776,1.6484,-32.8369,78.8574,-8.9111,9.5215,-31.9702,-9.8511
0.1432,0.2509,1.4958,-28.8696,86.3037,-10.7422,12.2803,-31.7261,-8.8135
0.1257,0.2354,1.3956,-28.4424,89.2944,-13.0615,12.2803,-31.7261,-8.8135
0.1281,0.2053,1.3218,-26.7334,93.2007,-17.5171,12.2803,-31.7261,-8.8135
0.1234,0.1245,1.1942,-25.0854,94.3604,-18.0664,12.2803,-31.7261,-8.8135
0.1339,0.1200,1.1157,-24.2310,95.2148,-18.6157,12.2803,-31.7261,-8.8135
0.1285,0.0830,1.0929,-19.6533,95.4590,-18.6768,15.6494,-31.8970,-5.4443
0.1453,0.0336,1.0144,-18.6768,95.9473,-17.4561,15.6494,-31.8970,-5.4443
0.1483,0.0488,0.9589,-17.0898,96.6797,-16.0522,15.6494,-31.8970,-5.4443
0.1495,0.0784,0.8759,-14.7705,97.1069,-13.8550,15.6494,-31.8970,-5.4443
0.1783,0.1727,0.7000,-14.0381,96.8628,-13.6719,17.3706,-31.1890,-4.4189
0.1835,0.2308,0.5952,-12.5122,95.9473,-13.9771,17.3706,-31.1890,-4.4189
0.1870,0.2877,0.4929,-9.8267,91.9800,-17.2729,17.3706,-31.1890,-4.4189
0.1835,0.3440,0.2977,-7.9346,89.0503,-20.9351,17.3706,-31.1890,-4.4189
0.1908,0.3280,0.2094,-5.9814,85.5713,-24.8413,17.3706,-31.1890,-4.4189
0.1949,0.2935,0.1194,-3.0518,81.3599,-28.2593,19.9219,-30.3711,-1.6968
0.1957,0.2539,0.0449,-0.5493,70.3125,-33.0811,19.9219,-30.3711,-1.6968
0.2186,0.1744,-0.0913,-1.2817,63.8428,-34.7290,19.9219,-30.3711,-1.6968
0.2249,0.1458,-0.1492,-2.3193,56.6406,-35.8276,19.9219,-30.3711,-1.6968
0.2241,0.1202,-0.2062,-3.1738,40.3442,-36.6211,22.0459,-29.8218,-0.6592
0.2410,0.0593,-0.2821,0.2441,30.9448,-36.3159,22.0459,-29.8218,-0.6592
0.2494,0.0266,-0.2971,3.7842,21.3623,-35.3394,22.0459,-29.8218,-0.6592
0.2629,0.0021,-0.3110,7.7515,2.3804,-32.2876,22.0459,-29.8218,-0.6592
0.2760,0.0021,-0.3442,7.4463,-6.1035,-30.3345,22.0459,-29.8218,-0.6592
0.2684,0.0100,-0.3435,6.1646,-15.2588,-28.6255,22.2290,-28.9185,-1.9043
0.2615,0.0273,-0.3273,1.9531,-33.5693,-26.5503,22.2290,-28.9185,-1.9043
0.2162,0.0679,-0.2754,2.2583,-42.8467,-26.0620,22.2290,-28.9185,-1.9043
0.1923,0.0667,-0.2378,3.7231,-52.0630,-26.1841,22.2290,-28.9185,-1.9043
0.1874,0.0492,-0.1891,4.4556,-68.7866,-26.9775,21.4600,-28.8940,-2.9785
0.1443,-0.0143,-0.0743,2.2583,-76.1108,-26.9775,21.4600,-28.8940,-2.9785
0.1233,-0.0415,0.0062,-0.5493,-83.5571,-26.1841,21.4600,-28.8940,-2.9785
0.1064,-0.0599,0.0977,-5.1880,-96.8628,-22.5830,21.4600,-28.8940,-2.9785
0.0851,-0.0483,0.2939,-5.9204,-102.4170,-20.0195,21.4600,-28.8940,-2.9785
0.0839,-0.0238,0.3815,-5.7373,-107.2388,-17.6392,19.9341,-28.1372,-4.1992
0.0868,0.0204,0.4429,-5.2490,-114.9292,-13.7329,19.9341,-28.1372,-4.1992
0.0391,0.0609,0.5142,-2.9297,-118.1030,-15.8081,19.9341,-28.1372,-4.1992
0.0535,0.2272,0.7415,9.5215,-122.1924,-7.9956,19.9341,-28.1372,-4.1992
0.0415,0.2556,0.9457,14.8926,-122.8638,-18.3105,18.0542,-27.6611,-5.9937
0.0170,0.1667,1.0295,9.7046,-121.0938,-21.5454,18.0542,-27.6611,-5.9937
0.0078,0.1833,1.1202,6.5918,-119.0796,-22.2778,18.0542,-27.6611,-5.9937
-0.0037,0.2352,1.1801,-3.1128,-113.7085,-26.1230,18.0542,-27.6611,-5.9937
-0.0248,0.2996,1.3325,-5.7983,-111.3892,-29.3579,16.2231,-27.8076,-6.9702
-0.0452,0.2738,1.3427,-5.0049,-109.1309,-33.3252,16.2231,-27.8076,-6.9702
-0.0297,0.2365,1.4108,5.9204,-105.5908,-40.8325,16.2231,-27.8076,-6.9702
-0.0486,0.0424,1.5616,11.1694,-103.5767,-43.7012,16.2231,-27.8076,-6.9702
-0.0461,-0.0745,1.6429,13.7329,-100.7690,-45.8374,16.2231,-27.8076,-6.9702
-0.0356,-0.1865,1.7328,11.3525,-92.3462,-45.9595,13.9282,-26.9287,-9.4238
-0.0304,-0.3793,1.9229,8.5449,-87.1582,-43.8843,13.9282,-26.9287,-9.4238
-0.0247,-0.4609,2.0383,5.3101,-81.2988,-40.7715,13.9282,-26.9287,-9.4238
0.0107,-0.5072,2.1439,-3.7231,-65.6128,-31.2500,13.9282,-26.9287,-9.4238
0.0023,-0.5331,2.3942,-3.4180,-57.4951,-25.5127,11.8164,-26.1475,-10.1440
-0.0155,-0.4967,2.5282,-1.5869,-48.1567,-19.6533,11.8164,-26.1475,-10.1440
-0.0355,-0.4883,2.5256,-3.5400,-24.7803,-10.5591,11.8164,-26.1475,-10.1440
-0.0232,-0.5114,2.4320,-5.6152,-13.3667,-6.2866,11.8164,-26.1475,-10.1440
-0.0138,-0.5067,2.4058,-7.8735,-3.1738,-2.0752,11.8164,-26.1475,-10.1440
0.0022,-0.4569,2.3302,-14.4653,16.2964,8.0566,11.7798,-26.3184,-10.3027
0.0117,-0.3180,2.1138,-17.3340,24.5972,11.8408,11.7798,-26.3184,-10.3027
0.0231,-0.2549,2.0533,-18.7378,31.9214,15.1978,11.7798,-26.3184,-10.3027
0.0298,-0.1926,1.9980,-17.8833,44.6777,20.7520,11.7798,-26.3184,-10.3027
0.0634,-0.0703,1.8286,-12.3291,50.1709,23.0713,13.0249,-26.9775,-9.1187
0.0643,0.0048,1.7662,-10.9863,55.3589,24.4751,13.0249,-26.9775,-9.1187
0.0679,0.0869,1.7223,-13.4888,66.5283,24.4751,13.0249,-26.9775,-9.1187
0.0703,0.2257,1.6218,-14.8926,72.2656,22.5830,13.0249,-26.9775,-9.1187
0.0786,0.2704,1.5486,-15.4419,77.3315,20.0806,13.0249,-26.9775,-9.1187
0.0822,0.3066,1.4774,-14.6484,84.7778,14.3433,14.4897,-27.8442,-7.4707
0.0756,0.3320,1.3225,-13.7939,87.4023,10.9253,14.4897,-27.8442,-7.4707
0.0787,0.3237,1.2501,-12.2681,89.3555,7.6294,14.4897,-27.8442,-7.4707
0.0800,0.2935,1.1772,-9.6436,91.3696,1.5869,14.4897,-27.8442,-7.4707
0.0956,0.2167,1.0674,-9.2163,91.8579,-0.4883,16.3086,-28.6743,-6.7993
0.1011,0.2001,1.0009,-10.8643,92.2852,-1.9531,16.3086,-28.6743,-6.7993
0.1033,0.2086,0.9434,-13.6108,91.6138,-3.2959,16.3086,-28.6743,-6.7993
0.1005,0.2063,0.7997,-15.0146,90.8203,-3.9673,16.3086,-28.6743,-6.7993
0.1105,0.1959,0.7312,-14.9536,89.5386,-5.1880,16.3086,-28.6743,-6.7993
0.1210,0.1824,0.6768,-12.3901,85.3271,-6.8359,18.8599,-27.9785,-4.0527
0.1583,0.1718,0.5765,-12.1460,82.7637,-7.2021,18.8599,-27.9785,-4.0527
0.1726,0.1903,0.5194,-12.7563,80.3223,-7.4463,18.8599,-27.9785,-4.0527
0.1853,0.2196,0.4598,-13.9771,74.8291,-8.7280,18.8599,-27.9785,-4.0527
0.2015,0.2623,0.3258,-13.5498,71.6553,-10.4980,20.0928,-28.8818,-2.2217
0.2080,0.2682,0.2679,-11.7187,67.5049,-12.3901,20.0928,-28.8818,-2.2217
0.2159,0.2728,0.2041,-8.4229,58.0444,-16.4795,20.0928,-28.8818,-2.2217
0.2310,0.2504,0.0945,-6.7749,52.7954,-18.7378,20.0928,-28.8818,-2.2217
0.2380,0.2251,0.0706,-4.9438,47.2412,-20.7520,20.0928,-28.8818,-2.2217
0.2445,0.1954,0.0590,-1.2817,36.5601,-23.4985,21.1792,-28.7354,-1.3916
0.2590,0.1361,0.0090,0.0000,31.3110,-23.8647,21.1792,-28.7354,-1.3916
0.2633,0.1270,-0.0206,-0.4272,25.9399,-23.8037,21.1792,-28.7354,-1.3916
0.2698,0.1279,-0.0530,-1.0376,4.6997,-22.8271,21.1792,-28.7354,-1.3916
0.2743,0.1599,-0.1198,-3.2959,7.8125,-22.5220,21.5698,-27.8076,-1.5015
0.2716,0.1925,-0.1641,-4.9438,1.2817,-22.5830,21.5698,-27.8076,-1.5015
0.2599,0.2322,-0.2144,-6.9580,-13.0005,-23.4985,21.5698,-27.8076,-1.5015
0.2322,0.3057,-0.2590,-7.0801,-21.8506,-24.7803,21.5698,-27.8076,-1.5015
0.2059,0.3408,-0.2550,-6.8970,-31.0059,-26.6113,21.5698,-27.8076,-1.7212
0.1758,0.3567,-0.2424,-2.5024,-49.1943,-31.3721,21.3989,-28.0640,-1.7212
0.1263,0.3271,-0.1614,0.7935,-58.2275,-33.9966,21.3989,-28.0640,-1.7212
0.1246,0.2954,-0.1108,1.9531,-66.6504,-36.1938,21.3989,-28.0640,-1.7212
0.1254,0.2694,-0.0743,0.3052,-81.7261,-38.3301,21.3989,-28.0640,-1.7212
0.1005,0.3203,0.0017,0.6104,-88.6230,-38.3911,20.3125,-27.1851,-2.8076
0.0894,0.3544,0.0234,-0.2441,-95.6421,-39.3677,20.3125,-27.1851,-2.8076
0.0380,0.3250,0.0967,2.2583,-103.9429,-42.9077,20.3125,-27.1851,-2.8076
0.0172,0.3782,0.3580,13.3667,-120.6665,-45.0439,20.3125,-27.1851,-2.8076
0.0135,0.3395,0.5760,15.9302,-127.1973,-48.0347,18.7622,-25.8179,-4.9072
0.0134,0.2985,0.7874,15.3198,-133.0566,-53.3447,18.7622,-25.8179,-4.9072
-0.0216,0.3323,1.1766,6.5918,-133.0566,-56.2134,18.7622,-25.8179,-4.9072
-0.0743,0.3586,1.4026,1.1597,-131.9580,-59.8755,18.7622,-25.8179,-4.9072
-0.1091,0.3505,1.6458,4.7607,-124.5728,-70.4956,18.7622,-25.8179,-4.9072
-0.1562,0.1621,2.1099,11.6577,-117.0654,-76.1108,16.3086,-24.9634,-9.0942
-0.1680,0.0093,2.2366,17.2729,-107.1167,-80.8716,16.3086,-24.9634,-9.0942
-0.1925,-0.1652,2.3311,26.6724,-84.5337,-86.3037,16.3086,-24.9634,-9.0942
-0.1995,-0.5582,2.4830,30.0903,-72.6929,-85.9985,16.3086,-24.9634,-9.0942

0.1316,-0.2664,1.6592,2.1362,-30.7007,-3.1128,12.7441,-31.8726,-9.0576
0.0968,-0.3221,1.8373,0.3662,-25.0854,-1.5259,12.7441,-31.8726,-9.0576
0.0464,-0.3949,1.9939,-8.9111,-7.8735,4.2725,11.9263,-32.5562,-9.3140
0.0629,-0.5272,2.2495,-13.9771,2.0142,8.4229,11.9263,-32.5562,-9.3140
0.0558,-0.5737,2.3314,-19.1040,13.4277,13.6108,11.9263,-32.5562,-9.3140
0.0413,-0.5798,2.3809,-23.6816,41.0156,27.5269,11.9263,-32.5562,-9.3140
0.0232,-0.4852,2.4083,-31.2500,48.9502,36.0107,11.9263,-32.5562,-9.3140
0.0210,-0.3755,2.3732,-32.5928,60.1196,43.6401,12.7686,-33.8989,-7.8979
0.0280,-0.2190,2.3230,-33.5693,85.9985,56.1523,12.7686,-33.8989,-7.8979
0.0309,0.2576,2.1135,-30.7007,89.1113,58.8989,12.7686,-33.8989,-7.8979
0.0458,0.3921,2.0227,-30.0293,97.6563,57.9834,12.7686,-33.8989,-7.8979
0.0575,0.5295,1.8920,-27.1606,105.6519,55.9692,13.7085,-34.7412,-6.7993
0.0627,0.6663,1.7478,-29.5410,119.6289,46.2646,13.7085,-34.7412,-6.7993
0.1393,0.8900,1.4021,-23.5596,123.1689,38.8184,13.7085,-34.7412,-6.7993
0.1252,0.9277,1.2629,-14.2212,125.3662,31.0669,13.7085,-34.7412,-6.7993
0.1147,0.9495,1.1082,-8.7280,127.8687,22.7051,13.7085,-34.7412,-6.7993
0.1295,0.9590,0.9360,4.9438,127.0752,1.5869,15.4297,-34.2896,-4.0405
0.1406,0.7867,0.7506,10.5591,126.3428,-5.7373,15.4297,-34.2896,-4.0405
0.1312,0.6873,0.6149,15.8081,124.5728,-12.4512,15.4297,-34.2896,-4.0405
0.1342,0.5844,0.4889,20.8740,118.9575,-23.6816,15.4297,-34.2896,-4.0405
0.1445,0.3777,0.2651,21.1792,115.1733,-27.0996,15.4297,-34.2896,-3.4180
0.1521,0.2927,0.1620,19.2261,110.2905,-28.9917,18.3350,-32.4219,-3.4180
0.1776,0.2207,0.0684,14.4043,98.2056,-29.4189,18.3350,-32.4219,-3.4180
0.1887,0.1255,-0.0861,14.8926,90.6372,-28.3203,18.3350,-32.4219,-3.4180
0.2251,0.0731,-0.1418,13.0615,82.4585,-26.7334,18.3350,-32.4219,-3.4180
0.2390,0.0416,-0.1841,9.1553,64.5752,-21.3623,20.3979,-30.8228,-1.0498
0.2410,0.0378,-0.2031,5.6763,55.2979,-18.2495,20.3979,-30.8228,-1.0498
0.2461,0.0544,-0.2036,1.9531,46.5088,-15.4419,20.3979,-30.8228,-1.0498
0.2526,0.0844,-0.1963,-1.5869,29.9072,-11.1694,20.3979,-30.8228,-1.0498
0.2559,0.1506,-0.1700,-2.5024,21.9116,-9.7046,21.0571,-30.8594,-1.2207
0.2639,0.1948,-0.1626,-4.6997,14.5874,-8.6670,21.0571,-30.8594,-1.2207
0.2690,0.2450,-0.1506,-6.8970,0.7935,-8.1787,21.0571,-30.8594,-1.2207
0.2698,0.3302,-0.1313,-7.2632,-4.7607,-9.1553,21.0571,-30.8594,-1.2207
0.2808,0.3652,-0.1459,-7.7515,-10.5591,-10.9253,21.0571,-30.8594,-1.2207
0.2748,0.3916,-0.1647,-7.5684,-22.7661,-15.5640,21.3867,-31.1157,-0.4639
0.2638,0.4264,-0.2085,-10.0708,-29.2358,-18.6768,21.3867,-31.1157,-0.4639
0.2592,0.4293,-0.2253,-10.9253,-36.4380,-22.3389,21.3867,-31.1157,-0.4639
0.2427,0.4220,-0.2316,-6.8359,-53.4058,-28.9917,21.3867,-31.1157,-0.4639
0.1799,0.3824,-0.1914,-2.8076,-63.1714,-32.1045,20.5444,-30.7495,-1.6724
0.1573,0.3391,-0.1396,0.1221,-72.8760,-34.7900,20.5444,-30.7495,-1.6724
0.1345,0.2775,-0.0723,4.4556,-91.0645,-38.8184,20.5444,-30.7495,-1.6724
0.0920,0.1603,0.0732,6.8970,-99.4873,-39.5508,20.5444,-30.7495,-1.6724
0.0701,0.1007,0.1746,9.3994,-107.7271,-39.6118,20.5444,-30.7495,-1.6724
0.0698,0.0465,0.2831,9.0942,-120.4224,-37.5366,19.7388,-29.7363,-3.1494
0.0364,-0.1797,0.4454,8.7891,-124.6948,-37.0483,19.7388,-29.7363,-3.1494
0.0471,0.0956,0.5364,3.1128,-128.1128,-34.6680,19.7388,-29.7363,-3.1494
0.0264,0.0789,0.8308,10.0098,-132.9346,-31.7993,19.7388,-29.7363,-3.1494
-0.0093,-0.0184,1.1091,7.8735,-131.6528,-33.2642,17.7734,-29.3823,-5.4199
-0.0189,-0.0216,1.2083,6.1035,-128.9673,-33.7524,17.7734,-29.3823,-5.4199
-0.0385,0.0399,1.2689,-0.4272,-122.1313,-31.9214,17.7734,-29.3823,-5.4199
-0.0748,0.1267,1.4247,-3.1128,-119.0186,-33.5693,17.7734,-29.3823,-5.4199
-0.0659,0.1195,1.5142,-2.9297,-115.7227,-36.0107,17.7734,-29.3823,-5.4199
-0.0583,0.0543,1.5961,1.8311,-107.9712,-41.4429,15.6372,-28.4302,-6.8359
-0.0520,-0.1311,1.7435,3.4180,-103.8818,-42.8467,15.6372,-28.4302,-6.8359
-0.0649,-0.2161,1.8284,5.0049,-99.1211,-43.2129,15.6372,-28.4302,-6.8359
-0.0723,-0.3057,1.8896,7.7515,-88.3789,-39.9780,15.6372,-28.4302,-6.8359
-0.0704,-0.4763,2.0151,10.0098,-83.2520,-36.7432,13.4155,-27.3804,-8.2275
-0.0485,-0.5317,2.1292,11.2915,-77.4536,-32.4097,13.4155,-27.3804,-8.2275
0.0092,-0.5839,2.2206,13.6108,-61.7065,-21.1792,13.4155,-27.3804,-8.2275
-0.0042,-0.5894,2.7240,12.1460,-50.0488,-14.9536,13.4155,-27.3804,-8.2275
-0.1138,-0.6056,2.7260,6.8359,-36.1328,-8.6670,13.4155,-27.3804,-8.2275
-0.0248,-0.6086,2.7190,-0.9766,-7.6904,3.2959,12.0605,-27.1851,-9.2529
0.0072,-0.4901,2.6227,-1.8921,5.6763,10.1929,12.0605,-27.1851,-9.2529
